|6.6.6
luca3_1.tab                                                                                         
           2
T(K)    
   773.00000000000000     
   2.0202020202020203     
         100
P(bar)  
   2000.0000000000000     
   80.808080808080803     
         100
           4
T(K)           P(bar)         C1Gt(HP)       Gt(HP),vo%    
  898.2525       4424.242      0.1302313       4.132359    
  900.2727       4424.242      0.1313070       4.094935    
  902.2929       4424.242      0.1321036       4.052078    
  904.3131       4424.242      0.1320743       4.060080    
  906.3333       4424.242      0.1326092       4.020858    
  908.3535       4424.242      0.1328406       4.001386    
  910.3737       4424.242      0.1329910       3.955629    
  912.3939       4424.242      0.1338321       3.932136    
  914.4141       4424.242      0.1339196       3.908250    
  916.4343       4424.242      0.1349507       3.882749    
  918.4545       4424.242      0.1353934       3.852012    
  920.4747       4424.242      0.1351581       3.815110    
  922.4949       4424.242      0.1362665       3.790946    
  924.5152       4424.242      0.1363880       3.763227    
  926.5354       4424.242      0.1367894       3.757922    
  928.5556       4424.242      0.1368111       3.736531    
  930.5758       4424.242      0.1349690       3.730864    
  932.5960       4424.242      0.1367953       3.695590    
  934.6162       4424.242      0.1374262       3.674529    
  936.6364       4424.242      0.1372287       3.659711    
  938.6566       4424.242      0.1368371       3.652644    
  940.6768       4424.242      0.1389051       3.582226    
  942.6970       4424.242      0.1393309       3.553532    
  944.7172       4424.242      0.1380391       3.589033    
  946.7374       4424.242      0.1366522       3.586907    
  948.7576       4424.242      0.1388340       3.538907    
  950.7778       4424.242      0.1417302       3.463181    
  952.7980       4424.242      0.1414006       3.440250    
  954.8182       4424.242      0.1421293       3.430176    
  956.8384       4424.242      0.1428538       3.407888    
  958.8586       4424.242      0.1437123       3.385863    
  960.8788       4424.242      0.1437033       3.371477    
  962.8990       4424.242      0.1446509       3.317623    
  964.9192       4424.242      0.1456283       3.358456    
  966.9394       4424.242      0.1456348       3.430333    
  968.9596       4424.242      0.1463835       3.492589    
  970.9798       4424.242      0.1468776       3.559239    
  973.0000       4424.242      0.1467414       3.644441    
  773.0000       4505.051                NaN            NaN
  775.0202       4505.051                NaN            NaN
  777.0404       4505.051                NaN            NaN
  779.0606       4505.051                NaN            NaN
  781.0808       4505.051                NaN            NaN
  783.1010       4505.051                NaN            NaN
  785.1212       4505.051                NaN            NaN
  787.1414       4505.051                NaN            NaN
  789.1616       4505.051                NaN            NaN
  791.1818       4505.051                NaN            NaN
  793.2020       4505.051                NaN            NaN
  795.2222       4505.051                NaN            NaN
  797.2424       4505.051      0.7821704E-01  0.7989181E-01
  799.2626       4505.051      0.7778715E-01  0.1769628    
  801.2828       4505.051      0.8044093E-01  0.2993671    
  803.3030       4505.051      0.8247376E-01  0.4204182    
  805.3232       4505.051      0.8175831E-01  0.5207630    
  807.3434       4505.051      0.8145946E-01  0.6472745    
  809.3636       4505.051      0.8353757E-01  0.7826689    
  811.3838       4505.051      0.8217703E-01  0.9121453    
  813.4040       4505.051      0.8466696E-01   1.058956    
  815.4242       4505.051      0.7722922E-01   2.466638    
  817.4444       4505.051      0.7820722E-01   2.807239    
  819.4646       4505.051      0.7894194E-01   3.038801    
  821.4848       4505.051      0.7847009E-01   3.359460    
  823.5051       4505.051      0.8070709E-01   3.626680    
  825.5253       4505.051      0.8269272E-01   3.922921    
  827.5455       4505.051      0.8609932E-01   4.167745    
  829.5657       4505.051      0.9237303E-01   4.157534    
  831.5859       4505.051      0.9622471E-01   4.078101    
  833.6061       4505.051      0.9887359E-01   4.038890    
  835.6263       4505.051      0.1081730       3.668157    
  837.6465       4505.051      0.1144407       3.617353    
  839.6667       4505.051      0.1261270       3.326087    
  841.6869       4505.051      0.1382391       3.083460    
  843.7071       4505.051      0.1393775       3.105099    
  845.7273       4505.051      0.1376575       3.168217    
  847.7475       4505.051      0.1394695       3.145629    
  849.7677       4505.051      0.1400788       3.175451    
  851.7879       4505.051      0.1406223       3.195091    
  853.8081       4505.051      0.1429337       3.190153    
  855.8283       4505.051      0.1427478       3.226875    
  857.8485       4505.051      0.1433094       3.266453    
  859.8687       4505.051      0.1447991       3.266719    
  861.8889       4505.051      0.1455036       3.289879    
  863.9091       4505.051      0.1468382       3.301859    
  865.9293       4505.051      0.1466235       3.331838    
  867.9495       4505.051      0.1437401       3.588514    
  869.9697       4505.051      0.1360613       4.038616    
  871.9899       4505.051      0.1291659       4.552696    
  874.0101       4505.051      0.1282371       4.721010    
  876.0303       4505.051      0.1321825       4.552650    
  878.0505       4505.051      0.1291554       4.628541    
  880.0707       4505.051      0.1299826       4.611142    
  882.0909       4505.051      0.1253537       4.665990    
  884.1111       4505.051      0.1283384       4.615997    
  886.1313       4505.051      0.1286280       4.572390    
  888.1515       4505.051      0.1292166       4.489995    
  890.1717       4505.051      0.1294396       4.486960    
  892.1919       4505.051      0.1302447       4.427830    
  894.2121       4505.051      0.1309828       4.410226    
  896.2323       4505.051      0.1313270       4.361992    
  898.2525       4505.051      0.1311541       4.281574    
  900.2727       4505.051      0.1314793       4.247025    
  902.2929       4505.051      0.1337278       4.226112    
  904.3131       4505.051      0.1329347       4.206957    
  906.3333       4505.051      0.1326353       4.182693    
  908.3535       4505.051      0.1345046       4.127542    
  910.3737       4505.051      0.1333543       4.095709    
  912.3939       4505.051      0.1342212       4.074774    
  914.4141       4505.051      0.1345931       4.042180    
  916.4343       4505.051      0.1347908       4.039912    
  918.4545       4505.051      0.1349502       4.010508    
  920.4747       4505.051      0.1349427       3.956635    
  922.4949       4505.051      0.1358355       3.937907    
  924.5152       4505.051      0.1367376       3.894788    
  926.5354       4505.051      0.1367705       3.888150    
  928.5556       4505.051      0.1369955       3.872031    
  930.5758       4505.051      0.1374183       3.811132    
  932.5960       4505.051      0.1384471       3.813769    
  934.6162       4505.051      0.1392485       3.787251    
  936.6364       4505.051      0.1391631       3.761411    
  938.6566       4505.051      0.1392644       3.740823    
  940.6768       4505.051      0.1393240       3.712645    
  942.6970       4505.051      0.1398532       3.687340    
  944.7172       4505.051      0.1400337       3.680558    
  946.7374       4505.051      0.1402212       3.657393    
  948.7576       4505.051      0.1406267       3.643246    
  950.7778       4505.051      0.1404966       3.622515    
  952.7980       4505.051      0.1407150       3.577314    
  954.8182       4505.051      0.1424503       3.556345    
  956.8384       4505.051      0.1423649       3.537047    
  958.8586       4505.051      0.1432585       3.507586    
  960.8788       4505.051      0.1463253       3.434447    
  962.8990       4505.051      0.1441788       3.456254    
  964.9192       4505.051      0.1451563       3.372121    
  966.9394       4505.051      0.1447066       3.457312    
  968.9596       4505.051      0.1458775       3.510062    
  970.9798       4505.051      0.1462109       3.586113    
  973.0000       4505.051      0.1471023       3.658075    
  773.0000       4585.859                NaN            NaN
  775.0202       4585.859                NaN            NaN
  777.0404       4585.859                NaN            NaN
  779.0606       4585.859                NaN            NaN
  781.0808       4585.859                NaN            NaN
  783.1010       4585.859                NaN            NaN
  785.1212       4585.859                NaN            NaN
  787.1414       4585.859                NaN            NaN
  789.1616       4585.859                NaN            NaN
  791.1818       4585.859                NaN            NaN
  793.2020       4585.859                NaN            NaN
  795.2222       4585.859                NaN            NaN
  797.2424       4585.859      0.7732054E-01  0.6543916E-01
  799.2626       4585.859      0.7744279E-01  0.1698524    
  801.2828       4585.859      0.8052311E-01  0.2827690    
  803.3030       4585.859      0.8239833E-01  0.4074755    
  805.3232       4585.859      0.8314794E-01  0.5073194    
  807.3434       4585.859      0.8100400E-01  0.6056080    
  809.3636       4585.859      0.8405584E-01  0.7652391    
  811.3838       4585.859      0.8470614E-01  0.8734175    
  813.4040       4585.859      0.8371825E-01   1.061937    
  815.4242       4585.859      0.7985850E-01   1.930931    
  817.4444       4585.859      0.7662990E-01   2.773298    
  819.4646       4585.859      0.7971933E-01   3.072559    
  821.4848       4585.859      0.8144001E-01   3.332393    
  823.5051       4585.859      0.8259893E-01   3.554884    
  825.5253       4585.859      0.8441122E-01   3.852250    
  827.5455       4585.859      0.8524497E-01   4.102005    
  829.5657       4585.859      0.8692222E-01   4.416168    
  831.5859       4585.859      0.8950501E-01   4.385044    
  833.6061       4585.859      0.9915725E-01   4.070381    
  835.6263       4585.859      0.1048632       3.843012    
  837.6465       4585.859      0.1107589       3.779298    
  839.6667       4585.859      0.1210906       3.542924    
  841.6869       4585.859      0.1349301       3.233808    
  843.7071       4585.859      0.1418977       3.117993    
  845.7273       4585.859      0.1394144       3.220451    
  847.7475       4585.859      0.1398942       3.219194    
  849.7677       4585.859      0.1406335       3.240074    
  851.7879       4585.859      0.1414615       3.261256    
  853.8081       4585.859      0.1427734       3.274950    
  855.8283       4585.859      0.1426507       3.307045    
  857.8485       4585.859      0.1436291       3.326281    
  859.8687       4585.859      0.1444355       3.358644    
  861.8889       4585.859      0.1455487       3.384361    
  863.9091       4585.859      0.1458413       3.387569    
  865.9293       4585.859      0.1474348       3.432886    
  867.9495       4585.859      0.1496194       3.424496    
  869.9697       4585.859      0.1471913       3.592396    
  871.9899       4585.859      0.1384124       4.068554    
  874.0101       4585.859      0.1357050       4.431811    
  876.0303       4585.859      0.1353944       4.562889    
  878.0505       4585.859      0.1305398       4.817240    
  880.0707       4585.859      0.1330282       4.705758    
  882.0909       4585.859      0.1275181       4.819842    
  884.1111       4585.859      0.1289055       4.807174    
  886.1313       4585.859      0.1332592       4.599550    
  888.1515       4585.859      0.1327653       4.585907    
  890.1717       4585.859      0.1300249       4.685080    
  892.1919       4585.859      0.1319957       4.545821    
  894.2121       4585.859      0.1317676       4.518132    
  896.2323       4585.859      0.1310601       4.561811    
  898.2525       4585.859      0.1323511       4.447721    
  900.2727       4585.859      0.1316518       4.425972    
  902.2929       4585.859      0.1343806       4.368326    
  904.3131       4585.859      0.1328726       4.402571    
  906.3333       4585.859      0.1331104       4.313584    
  908.3535       4585.859      0.1337513       4.279339    
  910.3737       4585.859      0.1337327       4.252283    
  912.3939       4585.859      0.1344552       4.213115    
  914.4141       4585.859      0.1345312       4.187622    
  916.4343       4585.859      0.1349116       4.157409    
  918.4545       4585.859      0.1357796       4.119435    
  920.4747       4585.859      0.1356793       4.093610    
  922.4949       4585.859      0.1365172       4.056901    
  924.5152       4585.859      0.1366578       4.027470    
  926.5354       4585.859      0.1371030       3.995498    
  928.5556       4585.859      0.1374087       3.968621    
  930.5758       4585.859      0.1370667       3.959528    
  932.5960       4585.859      0.1369118       3.944387    
  934.6162       4585.859      0.1381476       3.897472    
  936.6364       4585.859      0.1377826       3.888029    
  938.6566       4585.859      0.1357632       3.919552    
  940.6768       4585.859      0.1350259       3.907760    
  942.6970       4585.859      0.1347529       3.884955    
  944.7172       4585.859      0.1380341       3.807805    
  946.7374       4585.859      0.1399746       3.755284    
  948.7576       4585.859      0.1411302       3.719172    
  950.7778       4585.859      0.1418517       3.692464    
  952.7980       4585.859      0.1422579       3.672016    
  954.8182       4585.859      0.1428693       3.643524    
  956.8384       4585.859      0.1437801       3.604971    
  958.8586       4585.859      0.1447562       3.560441    
  960.8788       4585.859      0.1431840       3.606534    
  962.8990       4585.859      0.1437332       3.583532    
  964.9192       4585.859      0.1439857       3.560924    
  966.9394       4585.859      0.1455337       3.451724    
  968.9596       4585.859      0.1460922       3.517941    
  970.9798       4585.859      0.1468626       3.583075    
  973.0000       4585.859      0.1470382       3.667842    
  773.0000       4666.667                NaN            NaN
  775.0202       4666.667                NaN            NaN
  777.0404       4666.667                NaN            NaN
  779.0606       4666.667                NaN            NaN
  781.0808       4666.667                NaN            NaN
  783.1010       4666.667                NaN            NaN
  785.1212       4666.667                NaN            NaN
  787.1414       4666.667                NaN            NaN
  789.1616       4666.667                NaN            NaN
  791.1818       4666.667                NaN            NaN
  793.2020       4666.667                NaN            NaN
  795.2222       4666.667                NaN            NaN
  797.2424       4666.667      0.7722535E-01  0.5735962E-01
  799.2626       4666.667      0.7908755E-01  0.1471277    
  801.2828       4666.667      0.8096161E-01  0.2679836    
  803.3030       4666.667      0.8258542E-01  0.3974088    
  805.3232       4666.667      0.8134705E-01  0.4890570    
  807.3434       4666.667      0.8110838E-01  0.5911304    
  809.3636       4666.667      0.8185446E-01  0.7643987    
  811.3838       4666.667      0.8323412E-01  0.8944289    
  813.4040       4666.667      0.8399191E-01   1.038199    
  815.4242       4666.667      0.8317354E-01   1.356081    
  817.4444       4666.667      0.7801863E-01   2.794692    
  819.4646       4666.667      0.7783496E-01   3.056551    
  821.4848       4666.667      0.8124777E-01   3.301410    
  823.5051       4666.667      0.8319902E-01   3.584738    
  825.5253       4666.667      0.8460986E-01   3.842511    
  827.5455       4666.667      0.8501478E-01   4.115372    
  829.5657       4666.667      0.8703547E-01   4.420774    
  831.5859       4666.667      0.8966248E-01   4.668626    
  833.6061       4666.667      0.9414038E-01   4.506505    
  835.6263       4666.667      0.1022469       4.107542    
  837.6465       4666.667      0.1055761       4.194492    
  839.6667       4666.667      0.1160239       3.783194    
  841.6869       4666.667      0.1266657       3.542407    
  843.7071       4666.667      0.1393883       3.269390    
  845.7273       4666.667      0.1398056       3.290133    
  847.7475       4666.667      0.1413794       3.302814    
  849.7677       4666.667      0.1397160       3.347319    
  851.7879       4666.667      0.1414127       3.348544    
  853.8081       4666.667      0.1425240       3.364736    
  855.8283       4666.667      0.1450332       3.359703    
  857.8485       4666.667      0.1421343       3.437231    
  859.8687       4666.667      0.1453280       3.415357    
  861.8889       4666.667      0.1478939       3.425489    
  863.9091       4666.667      0.1468561       3.458144    
  865.9293       4666.667      0.1489786       3.482704    
  867.9495       4666.667      0.1493098       3.509528    
  869.9697       4666.667      0.1507197       3.527365    
  871.9899       4666.667      0.1467802       3.678671    
  874.0101       4666.667      0.1422870       4.056084    
  876.0303       4666.667      0.1336768       4.657541    
  878.0505       4666.667      0.1289506       5.122963    
  880.0707       4666.667      0.1292441       5.066835    
  882.0909       4666.667      0.1267868       5.096839    
  884.1111       4666.667      0.1294265       5.034278    
  886.1313       4666.667      0.1300103       5.001865    
  888.1515       4666.667      0.1299946       4.909674    
  890.1717       4666.667      0.1306283       4.912169    
  892.1919       4666.667      0.1321226       4.788948    
  894.2121       4666.667      0.1316064       4.812232    
  896.2323       4666.667      0.1317875       4.735671    
  898.2525       4666.667      0.1316651       4.680984    
  900.2727       4666.667      0.1355366       4.556359    
  902.2929       4666.667      0.1327520       4.616307    
  904.3131       4666.667      0.1333507       4.537479    
  906.3333       4666.667      0.1343700       4.477496    
  908.3535       4666.667      0.1349748       4.499923    
  910.3737       4666.667      0.1351875       4.422766    
  912.3939       4666.667      0.1345068       4.392078    
  914.4141       4666.667      0.1349258       4.353817    
  916.4343       4666.667      0.1352894       4.327444    
  918.4545       4666.667      0.1363459       4.325446    
  920.4747       4666.667      0.1350008       4.299036    
  922.4949       4666.667      0.1364091       4.218964    
  924.5152       4666.667      0.1385641       4.153824    
  926.5354       4666.667      0.1387917       4.125678    
  928.5556       4666.667      0.1383342       4.119489    
  930.5758       4666.667      0.1382090       4.093741    
  932.5960       4666.667      0.1380928       4.075302    
  934.6162       4666.667      0.1382804       4.043353    
  936.6364       4666.667      0.1380395       4.032344    
  938.6566       4666.667      0.1390159       4.000908    
  940.6768       4666.667      0.1387319       3.988785    
  942.6970       4666.667      0.1387025       3.964013    
  944.7172       4666.667      0.1375084       3.954210    
  946.7374       4666.667      0.1397662       3.895534    
  948.7576       4666.667      0.1414439       3.846402    
  950.7778       4666.667      0.1415460       3.831539    
  952.7980       4666.667      0.1417502       3.814674    
  954.8182       4666.667      0.1430692       3.767015    
  956.8384       4666.667      0.1438961       3.729720    
  958.8586       4666.667      0.1440288       3.710790    
  960.8788       4666.667      0.1473481       3.628440    
  962.8990       4666.667      0.1447360       3.668306    
  964.9192       4666.667      0.1448472       3.662816    
  966.9394       4666.667      0.1453739       3.632527    
  968.9596       4666.667      0.1461747       3.529678    
  970.9798       4666.667      0.1465350       3.605935    
  973.0000       4666.667      0.1476197       3.672219    
  773.0000       4747.475                NaN            NaN
  775.0202       4747.475                NaN            NaN
  777.0404       4747.475                NaN            NaN
  779.0606       4747.475                NaN            NaN
  781.0808       4747.475                NaN            NaN
  783.1010       4747.475                NaN            NaN
  785.1212       4747.475                NaN            NaN
  787.1414       4747.475                NaN            NaN
  789.1616       4747.475                NaN            NaN
  791.1818       4747.475                NaN            NaN
  793.2020       4747.475                NaN            NaN
  795.2222       4747.475                NaN            NaN
  797.2424       4747.475      0.7618569E-01  0.5552161E-02
  799.2626       4747.475      0.7899322E-01  0.1364710    
  801.2828       4747.475      0.8066940E-01  0.2519298    
  803.3030       4747.475      0.8202230E-01  0.3810816    
  805.3232       4747.475      0.8168561E-01  0.4791720    
  807.3434       4747.475      0.8116900E-01  0.5783483    
  809.3636       4747.475      0.8314616E-01  0.7612117    
  811.3838       4747.475      0.8373842E-01  0.8791974    
  813.4040       4747.475      0.8429025E-01   1.029796    
  815.4242       4747.475      0.8490064E-01   1.177778    
  817.4444       4747.475      0.7968368E-01   2.386029    
  819.4646       4747.475      0.7911975E-01   3.006348    
  821.4848       4747.475      0.8109990E-01   3.267453    
  823.5051       4747.475      0.8233913E-01   3.550609    
  825.5253       4747.475      0.8476586E-01   3.832424    
  827.5455       4747.475      0.8518295E-01   4.084057    
  829.5657       4747.475      0.8683007E-01   4.386498    
  831.5859       4747.475      0.8873397E-01   4.713846    
  833.6061       4747.475      0.9321917E-01   4.796310    
  835.6263       4747.475      0.9930174E-01   4.474853    
  837.6465       4747.475      0.1040865       4.435394    
  839.6667       4747.475      0.1124381       4.124493    
  841.6869       4747.475      0.1239147       3.737874    
  843.7071       4747.475      0.1368961       3.394213    
  845.7273       4747.475      0.1399633       3.367330    
  847.7475       4747.475      0.1407292       3.389986    
  849.7677       4747.475      0.1414219       3.400356    
  851.7879       4747.475      0.1404817       3.442690    
  853.8081       4747.475      0.1426113       3.449708    
  855.8283       4747.475      0.1433993       3.472534    
  857.8485       4747.475      0.1424251       3.527360    
  859.8687       4747.475      0.1442895       3.521655    
  861.8889       4747.475      0.1455979       3.542031    
  863.9091       4747.475      0.1461884       3.582480    
  865.9293       4747.475      0.1469383       3.610814    
  867.9495       4747.475      0.1478217       3.637172    
  869.9697       4747.475      0.1489332       3.610586    
  871.9899       4747.475      0.1493594       3.690895    
  874.0101       4747.475      0.1498572       3.679599    
  876.0303       4747.475      0.1458466       4.107399    
  878.0505       4747.475      0.1397870       4.574345    
  880.0707       4747.475      0.1291776       5.304469    
  882.0909       4747.475      0.1279801       5.353911    
  884.1111       4747.475      0.1299181       5.247279    
  886.1313       4747.475      0.1298787       5.183002    
  888.1515       4747.475      0.1333082       5.050390    
  890.1717       4747.475      0.1329792       5.030855    
  892.1919       4747.475      0.1311149       5.024195    
  894.2121       4747.475      0.1328285       4.946114    
  896.2323       4747.475      0.1320215       4.960505    
  898.2525       4747.475      0.1325291       4.870376    
  900.2727       4747.475      0.1360167       4.745330    
  902.2929       4747.475      0.1333516       4.818872    
  904.3131       4747.475      0.1337700       4.799333    
  906.3333       4747.475      0.1348643       4.664026    
  908.3535       4747.475      0.1347250       4.730239    
  910.3737       4747.475      0.1350007       4.605226    
  912.3939       4747.475      0.1358993       4.553252    
  914.4141       4747.475      0.1362787       4.516396    
  916.4343       4747.475      0.1355657       4.506568    
  918.4545       4747.475      0.1365337       4.532597    
  920.4747       4747.475      0.1372257       4.415059    
  922.4949       4747.475      0.1369923       4.385702    
  924.5152       4747.475      0.1388497       4.324428    
  926.5354       4747.475      0.1388642       4.299301    
  928.5556       4747.475      0.1387843       4.278075    
  930.5758       4747.475      0.1385461       4.255800    
  932.5960       4747.475      0.1388107       4.224153    
  934.6162       4747.475      0.1390997       4.190662    
  936.6364       4747.475      0.1395935       4.159912    
  938.6566       4747.475      0.1401481       4.134232    
  940.6768       4747.475      0.1404479       4.109736    
  942.6970       4747.475      0.1406617       4.077488    
  944.7172       4747.475      0.1399109       4.061492    
  946.7374       4747.475      0.1405646       4.027686    
  948.7576       4747.475      0.1416108       3.989712    
  950.7778       4747.475      0.1418360       3.971905    
  952.7980       4747.475      0.1420079       3.950149    
  954.8182       4747.475      0.1432283       3.903755    
  956.8384       4747.475      0.1437318       3.872671    
  958.8586       4747.475      0.1439851       3.845974    
  960.8788       4747.475      0.1468985       3.771389    
  962.8990       4747.475      0.1448653       3.797168    
  964.9192       4747.475      0.1450646       3.706362    
  966.9394       4747.475      0.1454704       3.755276    
  968.9596       4747.475      0.1459266       3.720493    
  970.9798       4747.475      0.1463780       3.743704    
  973.0000       4747.475      0.1469563       3.683917    
  773.0000       4828.283                NaN            NaN
  775.0202       4828.283                NaN            NaN
  777.0404       4828.283                NaN            NaN
  779.0606       4828.283                NaN            NaN
  781.0808       4828.283                NaN            NaN
  783.1010       4828.283                NaN            NaN
  785.1212       4828.283                NaN            NaN
  787.1414       4828.283                NaN            NaN
  789.1616       4828.283                NaN            NaN
  791.1818       4828.283                NaN            NaN
  793.2020       4828.283                NaN            NaN
  795.2222       4828.283                NaN            NaN
  797.2424       4828.283      0.7663728E-01  0.3765760E-01
  799.2626       4828.283      0.7821032E-01  0.1366538    
  801.2828       4828.283      0.8085410E-01  0.2452343    
  803.3030       4828.283      0.8212747E-01  0.3732154    
  805.3232       4828.283      0.8194756E-01  0.4659850    
  807.3434       4828.283      0.8117347E-01  0.5635777    
  809.3636       4828.283      0.8281177E-01  0.7457526    
  811.3838       4828.283      0.8395361E-01  0.8612487    
  813.4040       4828.283      0.8474248E-01   1.014693    
  815.4242       4828.283      0.8583827E-01   1.160684    
  817.4444       4828.283      0.8304519E-01   1.811493    
  819.4646       4828.283      0.8046062E-01   2.965259    
  821.4848       4828.283      0.8082157E-01   3.223277    
  823.5051       4828.283      0.8360672E-01   3.503660    
  825.5253       4828.283      0.8543673E-01   3.816697    
  827.5455       4828.283      0.8663293E-01   4.071053    
  829.5657       4828.283      0.8759385E-01   4.406378    
  831.5859       4828.283      0.8891793E-01   4.713793    
  833.6061       4828.283      0.9055961E-01   5.042385    
  835.6263       4828.283      0.9669264E-01   4.830339    
  837.6465       4828.283      0.1034003       4.563115    
  839.6667       4828.283      0.1074837       4.529433    
  841.6869       4828.283      0.1162748       4.173179    
  843.7071       4828.283      0.1284947       3.759921    
  845.7273       4828.283      0.1423914       3.403608    
  847.7475       4828.283      0.1404206       3.474103    
  849.7677       4828.283      0.1417428       3.497535    
  851.7879       4828.283      0.1421957       3.513355    
  853.8081       4828.283      0.1429548       3.536631    
  855.8283       4828.283      0.1435086       3.567102    
  857.8485       4828.283      0.1443926       3.586268    
  859.8687       4828.283      0.1448096       3.608985    
  861.8889       4828.283      0.1457971       3.633716    
  863.9091       4828.283      0.1466610       3.655344    
  865.9293       4828.283      0.1471974       3.690010    
  867.9495       4828.283      0.1479345       3.710311    
  869.9697       4828.283      0.1486049       3.742858    
  871.9899       4828.283      0.1495319       3.772819    
  874.0101       4828.283      0.1516284       3.794407    
  876.0303       4828.283      0.1505436       3.801091    
  878.0505       4828.283      0.1448595       4.274461    
  880.0707       4828.283      0.1425198       4.622175    
  882.0909       4828.283      0.1321266       5.341882    
  884.1111       4828.283      0.1304675       5.488700    
  886.1313       4828.283      0.1317081       5.460893    
  888.1515       4828.283      0.1313449       5.373606    
  890.1717       4828.283      0.1335445       5.363275    
  892.1919       4828.283      0.1335332       5.311306    
  894.2121       4828.283      0.1325441       5.290265    
  896.2323       4828.283      0.1333817       5.241657    
  898.2525       4828.283      0.1330650       5.109545    
  900.2727       4828.283      0.1332776       5.075750    
  902.2929       4828.283      0.1361391       4.950459    
  904.3131       4828.283      0.1342937       5.005806    
  906.3333       4828.283      0.1343475       4.930539    
  908.3535       4828.283      0.1351316       4.935994    
  910.3737       4828.283      0.1351381       4.857297    
  912.3939       4828.283      0.1387032       4.697245    
  914.4141       4828.283      0.1378320       4.681158    
  916.4343       4828.283      0.1379903       4.658003    
  918.4545       4828.283      0.1367581       4.725699    
  920.4747       4828.283      0.1381096       4.612386    
  922.4949       4828.283      0.1377230       4.570670    
  924.5152       4828.283      0.1375623       4.536371    
  926.5354       4828.283      0.1381380       4.493060    
  928.5556       4828.283      0.1383614       4.457044    
  930.5758       4828.283      0.1388475       4.425412    
  932.5960       4828.283      0.1392684       4.391654    
  934.6162       4828.283      0.1396485       4.354951    
  936.6364       4828.283      0.1400194       4.323647    
  938.6566       4828.283      0.1404408       4.296837    
  940.6768       4828.283      0.1409105       4.257048    
  942.6970       4828.283      0.1411719       4.220506    
  944.7172       4828.283      0.1415154       4.193588    
  946.7374       4828.283      0.1415914       4.170165    
  948.7576       4828.283      0.1419791       4.144563    
  950.7778       4828.283      0.1426827       4.107693    
  952.7980       4828.283      0.1430284       4.079327    
  954.8182       4828.283      0.1434189       4.047095    
  956.8384       4828.283      0.1439772       4.011058    
  958.8586       4828.283      0.1442576       3.978520    
  960.8788       4828.283      0.1444657       3.954553    
  962.8990       4828.283      0.1450745       3.938618    
  964.9192       4828.283      0.1462199       3.915049    
  966.9394       4828.283      0.1461417       3.898242    
  968.9596       4828.283      0.1473834       3.858612    
  970.9798       4828.283      0.1467087       3.832894    
  973.0000       4828.283      0.1470059       3.831873    
  773.0000       4909.091                NaN            NaN
  775.0202       4909.091                NaN            NaN
  777.0404       4909.091                NaN            NaN
  779.0606       4909.091                NaN            NaN
  781.0808       4909.091                NaN            NaN
  783.1010       4909.091                NaN            NaN
  785.1212       4909.091                NaN            NaN
  787.1414       4909.091                NaN            NaN
  789.1616       4909.091                NaN            NaN
  791.1818       4909.091                NaN            NaN
  793.2020       4909.091                NaN            NaN
  795.2222       4909.091                NaN            NaN
  797.2424       4909.091      0.7690736E-01  0.2687613E-01
  799.2626       4909.091      0.7905411E-01  0.1217967    
  801.2828       4909.091      0.8071609E-01  0.2303870    
  803.3030       4909.091      0.8207694E-01  0.3585645    
  805.3232       4909.091      0.8151714E-01  0.4545459    
  807.3434       4909.091      0.8115017E-01  0.5522206    
  809.3636       4909.091      0.8233645E-01  0.6901572    
  811.3838       4909.091      0.8284047E-01  0.8605259    
  813.4040       4909.091      0.8431359E-01   1.009455    
  815.4242       4909.091      0.8422173E-01   1.155360    
  817.4444       4909.091      0.8564229E-01   1.313599    
  819.4646       4909.091      0.7888644E-01   2.979140    
  821.4848       4909.091      0.8041731E-01   3.196426    
  823.5051       4909.091      0.8357855E-01   3.461857    
  825.5253       4909.091      0.8541697E-01   3.806252    
  827.5455       4909.091      0.8684624E-01   4.056901    
  829.5657       4909.091      0.8773277E-01   4.377417    
  831.5859       4909.091      0.8890049E-01   4.676791    
  833.6061       4909.091      0.9105803E-01   5.056797    
  835.6263       4909.091      0.9447977E-01   5.180896    
  837.6465       4909.091      0.9992628E-01   4.937009    
  839.6667       4909.091      0.1069705       4.510580    
  841.6869       4909.091      0.1109024       4.560768    
  843.7071       4909.091      0.1222618       4.081598    
  845.7273       4909.091      0.1347891       3.684737    
  847.7475       4909.091      0.1406643       3.557428    
  849.7677       4909.091      0.1420452       3.582474    
  851.7879       4909.091      0.1419748       3.607142    
  853.8081       4909.091      0.1429184       3.632145    
  855.8283       4909.091      0.1421106       3.705489    
  857.8485       4909.091      0.1448133       3.686250    
  859.8687       4909.091      0.1449678       3.707478    
  861.8889       4909.091      0.1460247       3.732515    
  863.9091       4909.091      0.1465897       3.759189    
  865.9293       4909.091      0.1473001       3.786106    
  867.9495       4909.091      0.1482680       3.820473    
  869.9697       4909.091      0.1486889       3.838182    
  871.9899       4909.091      0.1497393       3.878429    
  874.0101       4909.091      0.1511424       3.896653    
  876.0303       4909.091      0.1506723       3.917572    
  878.0505       4909.091      0.1520241       3.976746    
  880.0707       4909.091      0.1485629       4.290204    
  882.0909       4909.091      0.1454026       4.684990    
  884.1111       4909.091      0.1349219       5.435374    
  886.1313       4909.091      0.1321546       5.764482    
  888.1515       4909.091      0.1324107       5.703590    
  890.1717       4909.091      0.1336415       5.584671    
