|6.6.6
luca3_1.tab                                                                                         
           2
T(K)    
   773.00000000000000     
   2.0202020202020203     
         100
P(bar)  
   2000.0000000000000     
   80.808080808080803     
         100
           4
T(K)           P(bar)         C1Gt(HP)       Gt(HP),vo%    
  825.5253       6202.020      0.9087995E-01   1.942811    
  827.5455       6202.020      0.9357125E-01   2.166082    
  829.5657       6202.020      0.9115837E-01   3.147426    
  831.5859       6202.020      0.8908761E-01   4.596025    
  833.6061       6202.020      0.9088338E-01   4.958437    
  835.6263       6202.020      0.9475057E-01   5.375307    
  837.6465       6202.020      0.9595811E-01   5.721864    
  839.6667       6202.020      0.9929878E-01   6.147754    
  841.6869       6202.020      0.9999684E-01   6.502528    
  843.7071       6202.020      0.1050877       7.004505    
  845.7273       6202.020      0.1071062       7.438280    
  847.7475       6202.020      0.1094008       7.881173    
  849.7677       6202.020      0.1123545       8.347941    
  851.7879       6202.020      0.1158998       8.819682    
  853.8081       6202.020      0.1189773       9.296954    
  855.8283       6202.020      0.1267900       8.375455    
  857.8485       6202.020      0.1340002       7.213298    
  859.8687       6202.020      0.1445895       6.574810    
  861.8889       6202.020      0.1521968       6.011286    
  863.9091       6202.020      0.1529197       6.061107    
  865.9293       6202.020      0.1534946       6.108459    
  867.9495       6202.020      0.1543719       6.139232    
  869.9697       6202.020      0.1549929       6.199008    
  871.9899       6202.020      0.1559906       6.270538    
  874.0101       6202.020      0.1570259       6.338398    
  876.0303       6202.020      0.1574473       6.352031    
  878.0505       6202.020      0.1590761       6.458212    
  880.0707       6202.020      0.1594166       6.506822    
  882.0909       6202.020      0.1603311       6.572777    
  884.1111       6202.020      0.1614796       6.640747    
  886.1313       6202.020      0.1622112       6.665290    
  888.1515       6202.020      0.1629696       6.749476    
  890.1717       6202.020      0.1637294       6.806536    
  892.1919       6202.020      0.1646011       6.853615    
  894.2121       6202.020      0.1656606       6.933437    
  896.2323       6202.020      0.1666087       7.019753    
  898.2525       6202.020      0.1674046       7.059271    
  900.2727       6202.020      0.1681100       7.119016    
  902.2929       6202.020      0.1688656       7.199523    
  904.3131       6202.020      0.1701664       7.280624    
  906.3333       6202.020      0.1711941       7.354492    
  908.3535       6202.020      0.1722683       7.437676    
  910.3737       6202.020      0.1733616       7.517819    
  912.3939       6202.020      0.1741988       7.595025    
  914.4141       6202.020      0.1751017       7.666236    
  916.4343       6202.020      0.1745169       7.640704    
  918.4545       6202.020      0.1666964       9.436222    
  920.4747       6202.020      0.1600385       11.26802    
  922.4949       6202.020      0.1599060       11.16944    
  924.5152       6202.020      0.1612177       11.08641    
  926.5354       6202.020      0.1617773       10.98981    
  928.5556       6202.020      0.1613345       10.87298    
  930.5758       6202.020      0.1621205       10.78309    
  932.5960       6202.020      0.1623040       10.68244    
  934.6162       6202.020      0.1595958       10.44882    
  936.6364       6202.020      0.1596127       10.33161    
  938.6566       6202.020      0.1597615       10.22318    
  940.6768       6202.020      0.1597514       10.10200    
  942.6970       6202.020      0.1597071       9.979210    
  944.7172       6202.020      0.1597471       9.871006    
  946.7374       6202.020      0.1597259       9.759952    
  948.7576       6202.020      0.1596213       9.644760    
  950.7778       6202.020      0.1597138       9.541606    
  952.7980       6202.020      0.1598613       9.440771    
  954.8182       6202.020      0.1599191       9.323935    
  956.8384       6202.020      0.1599743       9.213242    
  958.8586       6202.020      0.1600233       9.112233    
  960.8788       6202.020      0.1600550       9.006192    
  962.8990       6202.020      0.1610468       8.987766    
  964.9192       6202.020      0.1629890       9.016624    
  966.9394       6202.020      0.1616790       8.823971    
  968.9596       6202.020      0.1630087       8.814906    
  970.9798       6202.020      0.1605999       8.500771    
  973.0000       6202.020      0.1607209       8.410850    
  773.0000       6282.828                NaN            NaN
  775.0202       6282.828                NaN            NaN
  777.0404       6282.828                NaN            NaN
  779.0606       6282.828                NaN            NaN
  781.0808       6282.828                NaN            NaN
  783.1010       6282.828                NaN            NaN
  785.1212       6282.828                NaN            NaN
  787.1414       6282.828                NaN            NaN
  789.1616       6282.828                NaN            NaN
  791.1818       6282.828                NaN            NaN
  793.2020       6282.828                NaN            NaN
  795.2222       6282.828                NaN            NaN
  797.2424       6282.828                NaN            NaN
  799.2626       6282.828                NaN            NaN
  801.2828       6282.828      0.8051261E-01  0.1099171    
  803.3030       6282.828      0.7223699E-01  0.2197407    
  805.3232       6282.828      0.8334184E-01  0.3294583    
  807.3434       6282.828      0.8251430E-01  0.4312558    
  809.3636       6282.828      0.8319131E-01  0.5452258    
  811.3838       6282.828      0.8434495E-01  0.6710982    
  813.4040       6282.828      0.8559064E-01  0.8047652    
  815.4242       6282.828      0.8727701E-01  0.9932422    
  817.4444       6282.828      0.8735121E-01   1.115508    
  819.4646       6282.828      0.8817344E-01   1.289744    
  821.4848       6282.828      0.8937288E-01   1.490726    
  823.5051       6282.828      0.9277501E-01   1.770236    
  825.5253       6282.828      0.9293841E-01   1.947066    
  827.5455       6282.828      0.9434547E-01   2.180461    
  829.5657       6282.828      0.9408721E-01   2.384152    
  831.5859       6282.828      0.8859647E-01   4.602464    
  833.6061       6282.828      0.9088098E-01   4.953978    
  835.6263       6282.828      0.9369427E-01   5.342416    
  837.6465       6282.828      0.9725573E-01   5.758968    
  839.6667       6282.828      0.9775808E-01   6.099672    
  841.6869       6282.828      0.1000633       6.507895    
  843.7071       6282.828      0.1028088       6.944502    
  845.7273       6282.828      0.1063258       7.408464    
  847.7475       6282.828      0.1108055       7.910394    
  849.7677       6282.828      0.1141757       8.354047    
  851.7879       6282.828      0.1168394       8.821666    
  853.8081       6282.828      0.1191621       9.302899    
  855.8283       6282.828      0.1220036       9.736129    
  857.8485       6282.828      0.1315880       8.072392    
  859.8687       6282.828      0.1405760       7.078858    
  861.8889       6282.828      0.1526464       6.183443    
  863.9091       6282.828      0.1530565       6.250595    
  865.9293       6282.828      0.1542008       6.302003    
  867.9495       6282.828      0.1550500       6.335622    
  869.9697       6282.828      0.1556399       6.403601    
  871.9899       6282.828      0.1569256       6.485579    
  874.0101       6282.828      0.1573300       6.505295    
  876.0303       6282.828      0.1582011       6.566006    
  878.0505       6282.828      0.1594105       6.641556    
  880.0707       6282.828      0.1599813       6.701058    
  882.0909       6282.828      0.1608367       6.751387    
  884.1111       6282.828      0.1617284       6.815774    
  886.1313       6282.828      0.1629715       6.891829    
  888.1515       6282.828      0.1634778       6.945559    
  890.1717       6282.828      0.1646569       7.034296    
  892.1919       6282.828      0.1654460       7.085355    
  894.2121       6282.828      0.1662670       7.162465    
  896.2323       6282.828      0.1678031       7.261274    
  898.2525       6282.828      0.1679682       7.282611    
  900.2727       6282.828      0.1688854       7.368433    
  902.2929       6282.828      0.1703787       7.463504    
  904.3131       6282.828      0.1708950       7.504508    
  906.3333       6282.828      0.1716648       7.570879    
  908.3535       6282.828      0.1729438       7.664510    
  910.3737       6282.828      0.1734270       7.718775    
  912.3939       6282.828      0.1748019       7.816813    
  914.4141       6282.828      0.1753708       7.883149    
  916.4343       6282.828      0.1770760       7.989221    
  918.4545       6282.828      0.1761108       7.927729    
  920.4747       6282.828      0.1694591       10.03660    
  922.4949       6282.828      0.1626077       11.75874    
  924.5152       6282.828      0.1636829       11.65365    
  926.5354       6282.828      0.1628287       11.52038    
  928.5556       6282.828      0.1634634       11.42229    
  930.5758       6282.828      0.1636588       11.31256    
  932.5960       6282.828      0.1626768       11.15805    
  934.6162       6282.828      0.1622499       11.03823    
  936.6364       6282.828      0.1622942       10.92117    
  938.6566       6282.828      0.1622393       10.80010    
  940.6768       6282.828      0.1622217       10.67933    
  942.6970       6282.828      0.1621997       10.55665    
  944.7172       6282.828      0.1621113       10.44487    
  946.7374       6282.828      0.1621198       10.33406    
  948.7576       6282.828      0.1620488       10.20547    
  950.7778       6282.828      0.1620202       10.09637    
  952.7980       6282.828      0.1621417       9.994217    
  954.8182       6282.828      0.1621450       9.877588    
  956.8384       6282.828      0.1622238       9.767067    
  958.8586       6282.828      0.1622106       9.653243    
  960.8788       6282.828      0.1622061       9.537224    
  962.8990       6282.828      0.1625435       9.456305    
  964.9192       6282.828      0.1638916       9.442948    
  966.9394       6282.828      0.1627180       9.247872    
  968.9596       6282.828      0.1624383       9.108295    
  970.9798       6282.828      0.1625453       9.014039    
  973.0000       6282.828      0.1626054       8.912906    
  773.0000       6363.636                NaN            NaN
  775.0202       6363.636                NaN            NaN
  777.0404       6363.636                NaN            NaN
  779.0606       6363.636                NaN            NaN
  781.0808       6363.636                NaN            NaN
  783.1010       6363.636                NaN            NaN
  785.1212       6363.636                NaN            NaN
  787.1414       6363.636                NaN            NaN
  789.1616       6363.636                NaN            NaN
  791.1818       6363.636                NaN            NaN
  793.2020       6363.636                NaN            NaN
  795.2222       6363.636                NaN            NaN
  797.2424       6363.636                NaN            NaN
  799.2626       6363.636                NaN            NaN
  801.2828       6363.636      0.8023796E-01  0.1011949    
  803.3030       6363.636      0.7302847E-01  0.2190691    
  805.3232       6363.636      0.8339894E-01  0.3263010    
  807.3434       6363.636      0.8256018E-01  0.4284387    
  809.3636       6363.636      0.8323046E-01  0.5423141    
  811.3838       6363.636      0.8434195E-01  0.6687665    
  813.4040       6363.636      0.8559242E-01  0.8016626    
  815.4242       6363.636      0.8715154E-01  0.9869927    
  817.4444       6363.636      0.8735055E-01   1.112419    
  819.4646       6363.636      0.8817497E-01   1.286566    
  821.4848       6363.636      0.8950696E-01   1.483001    
  823.5051       6363.636      0.9163707E-01   1.733371    
  825.5253       6363.636      0.9344704E-01   1.941697    
  827.5455       6363.636      0.9313179E-01   2.147969    
  829.5657       6363.636      0.9454950E-01   2.406435    
  831.5859       6363.636      0.9010099E-01   4.306031    
  833.6061       6363.636      0.9144474E-01   4.982321    
  835.6263       6363.636      0.9389496E-01   5.349590    
  837.6465       6363.636      0.9739573E-01   5.765790    
  839.6667       6363.636      0.9787716E-01   6.106560    
  841.6869       6363.636      0.1002013       6.516523    
  843.7071       6363.636      0.1028979       6.952312    
  845.7273       6363.636      0.1064699       7.417384    
  847.7475       6363.636      0.1110843       7.916494    
  849.7677       6363.636      0.1137895       8.364553    
  851.7879       6363.636      0.1163188       8.831788    
  853.8081       6363.636      0.1198822       9.433147    
  855.8283       6363.636      0.1233994       9.788320    
  857.8485       6363.636      0.1291744       9.354857    
  859.8687       6363.636      0.1371947       7.780070    
  861.8889       6363.636      0.1489561       6.807321    
  863.9091       6363.636      0.1543712       6.465771    
  865.9293       6363.636      0.1554830       6.539457    
  867.9495       6363.636      0.1554902       6.537794    
  869.9697       6363.636      0.1563398       6.596985    
  871.9899       6363.636      0.1572830       6.667428    
  874.0101       6363.636      0.1582906       6.739080    
  876.0303       6363.636      0.1589363       6.784566    
  878.0505       6363.636      0.1600200       6.854588    
  880.0707       6363.636      0.1612652       6.937427    
  882.0909       6363.636      0.1617792       6.986755    
  884.1111       6363.636      0.1629825       7.063236    
  886.1313       6363.636      0.1635064       7.114375    
  888.1515       6363.636      0.1645391       7.191181    
  890.1717       6363.636      0.1655448       7.267760    
  892.1919       6363.636      0.1662822       7.321321    
  894.2121       6363.636      0.1671900       7.397224    
  896.2323       6363.636      0.1679385       7.469385    
  898.2525       6363.636      0.1691118       7.540391    
  900.2727       6363.636      0.1698977       7.621314    
  902.2929       6363.636      0.1708648       7.691720    
  904.3131       6363.636      0.1718922       7.776400    
  906.3333       6363.636      0.1726170       7.832287    
  908.3535       6363.636      0.1735862       7.922984    
  910.3737       6363.636      0.1744915       7.996758    
  912.3939       6363.636      0.1753179       8.059177    
  914.4141       6363.636      0.1762429       8.085602    
  916.4343       6363.636      0.1779853       8.269240    
  918.4545       6363.636      0.1790521       8.349389    
  920.4747       6363.636      0.1794398       8.530259    
  922.4949       6363.636      0.1718775       10.61125    
  924.5152       6363.636      0.1658667       12.24020    
  926.5354       6363.636      0.1659777       12.12504    
  928.5556       6363.636      0.1650751       11.98503    
  930.5758       6363.636      0.1651062       11.87208    
  932.5960       6363.636      0.1649190       11.74215    
  934.6162       6363.636      0.1649644       11.62695    
  936.6364       6363.636      0.1649419       11.50724    
  938.6566       6363.636      0.1647375       11.38387    
  940.6768       6363.636      0.1647029       11.26059    
  942.6970       6363.636      0.1646215       11.13870    
  944.7172       6363.636      0.1645628       11.02722    
  946.7374       6363.636      0.1645120       10.90667    
  948.7576       6363.636      0.1644324       10.77983    
  950.7778       6363.636      0.1644326       10.66753    
  952.7980       6363.636      0.1644210       10.55641    
  954.8182       6363.636      0.1644509       10.44015    
  956.8384       6363.636      0.1644315       10.32213    
  958.8586       6363.636      0.1644193       10.20898    
  960.8788       6363.636      0.1644203       10.08948    
  962.8990       6363.636      0.1644929       9.985195    
  964.9192       6363.636      0.1649340       9.894284    
  966.9394       6363.636      0.1659980       9.836832    
  968.9596       6363.636      0.1655517       9.694935    
  970.9798       6363.636      0.1644926       9.536492    
  973.0000       6363.636      0.1644975       9.428013    
  773.0000       6444.444                NaN            NaN
  775.0202       6444.444                NaN            NaN
  777.0404       6444.444                NaN            NaN
  779.0606       6444.444                NaN            NaN
  781.0808       6444.444                NaN            NaN
  783.1010       6444.444                NaN            NaN
  785.1212       6444.444                NaN            NaN
  787.1414       6444.444                NaN            NaN
  789.1616       6444.444                NaN            NaN
  791.1818       6444.444                NaN            NaN
  793.2020       6444.444                NaN            NaN
  795.2222       6444.444                NaN            NaN
  797.2424       6444.444                NaN            NaN
  799.2626       6444.444                NaN            NaN
  801.2828       6444.444      0.7814633E-01  0.1150678    
  803.3030       6444.444      0.7564434E-01  0.2192323    
  805.3232       6444.444      0.8245532E-01  0.3325057    
  807.3434       6444.444      0.8272217E-01  0.4236420    
  809.3636       6444.444      0.8320233E-01  0.5448307    
  811.3838       6444.444      0.8433946E-01  0.6685069    
  813.4040       6444.444      0.8559216E-01  0.8001743    
  815.4242       6444.444      0.8751718E-01  0.9833537    
  817.4444       6444.444      0.8735120E-01   1.108633    
  819.4646       6444.444      0.8876474E-01   1.280020    
  821.4848       6444.444      0.8873233E-01   1.478924    
  823.5051       6444.444      0.9234227E-01   1.756942    
  825.5253       6444.444      0.9125520E-01   1.933374    
  827.5455       6444.444      0.9460721E-01   2.157027    
  829.5657       6444.444      0.9500150E-01   2.445982    
  831.5859       6444.444      0.9297168E-01   3.363018    
  833.6061       6444.444      0.9075793E-01   4.942104    
  835.6263       6444.444      0.9353099E-01   5.344682    
  837.6465       6444.444      0.9727501E-01   5.772815    
  839.6667       6444.444      0.9779627E-01   6.109412    
  841.6869       6444.444      0.1005733       6.537776    
  843.7071       6444.444      0.1029247       6.963892    
  845.7273       6444.444      0.1059499       7.420006    
  847.7475       6444.444      0.1088578       7.883561    
  849.7677       6444.444      0.1140746       8.373213    
  851.7879       6444.444      0.1161751       8.828591    
  853.8081       6444.444      0.1204793       9.317153    
  855.8283       6444.444      0.1236545       9.802429    
  857.8485       6444.444      0.1268719       10.28172    
  859.8687       6444.444      0.1344664       8.794256    
  861.8889       6444.444      0.1437365       7.923739    
  863.9091       6444.444      0.1544356       6.686182    
  865.9293       6444.444      0.1553128       6.732777    
  867.9495       6444.444      0.1569699       6.793065    
  869.9697       6444.444      0.1571706       6.827975    
  871.9899       6444.444      0.1585235       6.913380    
  874.0101       6444.444      0.1588744       6.950792    
  876.0303       6444.444      0.1596648       7.011884    
  878.0505       6444.444      0.1610927       7.096165    
  880.0707       6444.444      0.1615650       7.146396    
  882.0909       6444.444      0.1623998       7.207849    
  884.1111       6444.444      0.1638121       7.299505    
  886.1313       6444.444      0.1644075       7.350571    
  888.1515       6444.444      0.1652770       7.426897    
  890.1717       6444.444      0.1667432       7.527395    
  892.1919       6444.444      0.1671589       7.575155    
  894.2121       6444.444      0.1681886       7.656029    
  896.2323       6444.444      0.1692242       7.736063    
  898.2525       6444.444      0.1699358       7.796768    
  900.2727       6444.444      0.1708940       7.873360    
  902.2929       6444.444      0.1717407       7.945099    
  904.3131       6444.444      0.1729270       8.040820    
  906.3333       6444.444      0.1735998       8.094346    
  908.3535       6444.444      0.1747592       8.194796    
  910.3737       6444.444      0.1755344       8.257739    
  912.3939       6444.444      0.1763541       8.338810    
  914.4141       6444.444      0.1773334       8.424866    
  916.4343       6444.444      0.1784865       8.510667    
  918.4545       6444.444      0.1800834       8.627755    
  920.4747       6444.444      0.1800867       8.667977    
  922.4949       6444.444      0.1783384       9.281097    
  924.5152       6444.444      0.1728077       10.84871    
  926.5354       6444.444      0.1677776       12.69476    
  928.5556       6444.444      0.1694716       12.59987    
  930.5758       6444.444      0.1687562       12.46932    
  932.5960       6444.444      0.1682004       12.34303    
  934.6162       6444.444      0.1693708       12.24812    
  936.6364       6444.444      0.1679997       12.10277    
  938.6566       6444.444      0.1677348       11.97871    
  940.6768       6444.444      0.1673336       11.85408    
  942.6970       6444.444      0.1672579       11.73319    
  944.7172       6444.444      0.1672264       11.61527    
  946.7374       6444.444      0.1671518       11.49791    
  948.7576       6444.444      0.1670297       11.37444    
  950.7778       6444.444      0.1670021       11.25364    
  952.7980       6444.444      0.1670000       11.13986    
  954.8182       6444.444      0.1669192       11.01437    
  956.8384       6444.444      0.1669085       10.89802    
  958.8586       6444.444      0.1668771       10.78629    
  960.8788       6444.444      0.1668358       10.66914    
  962.8990       6444.444      0.1670849       10.56239    
  964.9192       6444.444      0.1678170       10.48384    
  966.9394       6444.444      0.1669373       10.32884    
  968.9596       6444.444      0.1667675       10.21065    
  970.9798       6444.444      0.1666830       10.08888    
  973.0000       6444.444      0.1666428       9.972900    
  773.0000       6525.253                NaN            NaN
  775.0202       6525.253                NaN            NaN
  777.0404       6525.253                NaN            NaN
  779.0606       6525.253                NaN            NaN
  781.0808       6525.253                NaN            NaN
  783.1010       6525.253                NaN            NaN
  785.1212       6525.253                NaN            NaN
  787.1414       6525.253                NaN            NaN
  789.1616       6525.253                NaN            NaN
  791.1818       6525.253                NaN            NaN
  793.2020       6525.253                NaN            NaN
  795.2222       6525.253                NaN            NaN
  797.2424       6525.253                NaN            NaN
  799.2626       6525.253                NaN            NaN
  801.2828       6525.253      0.7164863E-01  0.5543750E-01
  803.3030       6525.253      0.7636251E-01  0.2174741    
  805.3232       6525.253      0.8249141E-01  0.3318832    
  807.3434       6525.253      0.8274767E-01  0.4230070    
  809.3636       6525.253      0.8325023E-01  0.5411720    
  811.3838       6525.253      0.8434148E-01  0.6670893    
  813.4040       6525.253      0.8559132E-01  0.7979431    
  815.4242       6525.253      0.8759767E-01  0.9826729    
  817.4444       6525.253      0.8745972E-01   1.104755    
  819.4646       6525.253      0.8876601E-01   1.277411    
  821.4848       6525.253      0.8889129E-01   1.475455    
  823.5051       6525.253      0.9260283E-01   1.758615    
  825.5253       6525.253      0.9343300E-01   1.946665    
  827.5455       6525.253      0.9370987E-01   2.163447    
  829.5657       6525.253      0.9524565E-01   2.408136    
  831.5859       6525.253      0.9893983E-01   2.629296    
  833.6061       6525.253      0.9103271E-01   4.971867    
  835.6263       6525.253      0.9395323E-01   5.361305    
  837.6465       6525.253      0.9734789E-01   5.783444    
  839.6667       6525.253      0.9927666E-01   6.160116    
  841.6869       6525.253      0.1008378       6.550111    
  843.7071       6525.253      0.1030997       6.974367    
  845.7273       6525.253      0.1060822       7.429847    
  847.7475       6525.253      0.1089428       7.892160    
  849.7677       6525.253      0.1124391       8.364522    
  851.7879       6525.253      0.1159470       8.839724    
  853.8081       6525.253      0.1208281       9.325985    
  855.8283       6525.253      0.1239362       9.803206    
  857.8485       6525.253      0.1274509       10.28962    
  859.8687       6525.253      0.1326079       10.05429    
  861.8889       6525.253      0.1404210       8.372225    
  863.9091       6525.253      0.1526823       7.182331    
  865.9293       6525.253      0.1559381       6.902797    
  867.9495       6525.253      0.1579311       7.024180    
  869.9697       6525.253      0.1581522       7.054219    
  871.9899       6525.253      0.1585803       7.097118    
  874.0101       6525.253      0.1596622       7.176337    
  876.0303       6525.253      0.1604653       7.243320    
  878.0505       6525.253      0.1617321       7.322780    
  880.0707       6525.253      0.1631681       7.418967    
  882.0909       6525.253      0.1633515       7.450246    
  884.1111       6525.253      0.1643489       7.521925    
  886.1313       6525.253      0.1655244       7.607000    
  888.1515       6525.253      0.1663893       7.684741    
  890.1717       6525.253      0.1674101       7.763844    
  892.1919       6525.253      0.1681569       7.833796    
  894.2121       6525.253      0.1691080       7.916315    
  896.2323       6525.253      0.1699822       7.979162    
  898.2525       6525.253      0.1712471       8.070868    
  900.2727       6525.253      0.1720535       8.143233    
  902.2929       6525.253      0.1729438       8.224317    
  904.3131       6525.253      0.1737099       8.287751    
  906.3333       6525.253      0.1748949       8.378593    
  908.3535       6525.253      0.1757879       8.465758    
  910.3737       6525.253      0.1770518       8.554338    
  912.3939       6525.253      0.1775926       8.622339    
  914.4141       6525.253      0.1785613       8.708979    
  916.4343       6525.253      0.1794550       8.786184    
  918.4545       6525.253      0.1811461       8.918354    
  920.4747       6525.253      0.1818795       8.987567    
  922.4949       6525.253      0.1824015       9.051214    
  924.5152       6525.253      0.1804193       9.595374    
  926.5354       6525.253      0.1770045       11.38819    
  928.5556       6525.253      0.1724571       13.19189    
  930.5758       6525.253      0.1709699       13.06121    
  932.5960       6525.253      0.1705310       12.94055    
  934.6162       6525.253      0.1706033       12.81401    
  936.6364       6525.253      0.1704863       12.69544    
  938.6566       6525.253      0.1705715       12.57596    
  940.6768       6525.253      0.1702356       12.45740    
  942.6970       6525.253      0.1700775       12.33492    
  944.7172       6525.253      0.1699830       12.21771    
  946.7374       6525.253      0.1699411       12.09845    
  948.7576       6525.253      0.1698246       11.97666    
  950.7778       6525.253      0.1697960       11.85757    
  952.7980       6525.253      0.1697040       11.73686    
  954.8182       6525.253      0.1696028       11.61104    
  956.8384       6525.253      0.1695771       11.49173    
  958.8586       6525.253      0.1694739       11.37605    
  960.8788       6525.253      0.1694427       11.25978    
  962.8990       6525.253      0.1695343       11.14541    
  964.9192       6525.253      0.1699825       11.05053    
  966.9394       6525.253      0.1694122       10.90575    
  968.9596       6525.253      0.1692416       10.79255    
  970.9798       6525.253      0.1692041       10.67354    
  973.0000       6525.253      0.1690470       10.54454    
  773.0000       6606.061                NaN            NaN
  775.0202       6606.061                NaN            NaN
  777.0404       6606.061                NaN            NaN
  779.0606       6606.061                NaN            NaN
  781.0808       6606.061                NaN            NaN
  783.1010       6606.061                NaN            NaN
  785.1212       6606.061                NaN            NaN
  787.1414       6606.061                NaN            NaN
  789.1616       6606.061                NaN            NaN
  791.1818       6606.061                NaN            NaN
  793.2020       6606.061                NaN            NaN
  795.2222       6606.061                NaN            NaN
  797.2424       6606.061                NaN            NaN
  799.2626       6606.061                NaN            NaN
  801.2828       6606.061      0.7846819E-01  0.1107025    
  803.3030       6606.061      0.7636463E-01  0.2148161    
  805.3232       6606.061      0.8259420E-01  0.3289030    
  807.3434       6606.061      0.8274669E-01  0.4221424    
  809.3636       6606.061      0.8324984E-01  0.5392971    
  811.3838       6606.061      0.8433960E-01  0.6639551    
  813.4040       6606.061      0.8559148E-01  0.7947093    
  815.4242       6606.061      0.8743892E-01  0.9793131    
  817.4444       6606.061      0.8745981E-01   1.101762    
  819.4646       6606.061      0.8876736E-01   1.274917    
  821.4848       6606.061      0.8958635E-01   1.464776    
  823.5051       6606.061      0.9267460E-01   1.747137    
  825.5253       6606.061      0.9315255E-01   1.937798    
  827.5455       6606.061      0.9388415E-01   2.162690    
  829.5657       6606.061      0.9540262E-01   2.404581    
  831.5859       6606.061      0.9686433E-01   2.690864    
  833.6061       6606.061      0.9130016E-01   4.807363    
  835.6263       6606.061      0.9351992E-01   5.347733    
  837.6465       6606.061      0.9757318E-01   5.793443    
  839.6667       6606.061      0.9960006E-01   6.186423    
  841.6869       6606.061      0.1026936       6.626318    
  843.7071       6606.061      0.1032733       6.983340    
  845.7273       6606.061      0.1062283       7.437698    
  847.7475       6606.061      0.1091102       7.900453    
  849.7677       6606.061      0.1130900       8.379002    
  851.7879       6606.061      0.1158900       8.847084    
  853.8081       6606.061      0.1196780       9.338213    
  855.8283       6606.061      0.1230334       9.818242    
  857.8485       6606.061      0.1268696       10.30195    
  859.8687       6606.061      0.1308002       10.77946    
  861.8889       6606.061      0.1387038       9.603162    
  863.9091       6606.061      0.1478004       8.475816    
  865.9293       6606.061      0.1577238       7.180314    
  867.9495       6606.061      0.1588495       7.264681    
  869.9697       6606.061      0.1592253       7.303404    
  871.9899       6606.061      0.1600656       7.362985    
  874.0101       6606.061      0.1610778       7.445555    
  876.0303       6606.061      0.1616627       7.497260    
  878.0505       6606.061      0.1631243       7.592878    
  880.0707       6606.061      0.1634520       7.645469    
  882.0909       6606.061      0.1647269       7.726456    
  884.1111       6606.061      0.1658391       7.809190    
  886.1313       6606.061      0.1663641       7.854683    
  888.1515       6606.061      0.1673816       7.940298    
  890.1717       6606.061      0.1683530       8.028854    
  892.1919       6606.061      0.1691584       8.090883    
  894.2121       6606.061      0.1703875       8.184541    
  896.2323       6606.061      0.1715692       8.284651    
  898.2525       6606.061      0.1722811       8.336004    
  900.2727       6606.061      0.1731709       8.420543    
  902.2929       6606.061      0.1744334       8.515897    
  904.3131       6606.061      0.1755445       8.603263    
  906.3333       6606.061      0.1758784       8.659132    
  908.3535       6606.061      0.1771510       8.757510    
  910.3737       6606.061      0.1780729       8.838694    
  912.3939       6606.061      0.1787758       8.907610    
  914.4141       6606.061      0.1799300       9.005045    
  916.4343       6606.061      0.1813302       9.119117    
  918.4545       6606.061      0.1825267       9.220353    
  920.4747       6606.061      0.1832478       9.296572    
  922.4949       6606.061      0.1836979       9.356014    
  924.5152       6606.061      0.1860392       9.512239    
  926.5354       6606.061      0.1850824       9.453730    
  928.5556       6606.061      0.1796564       12.15418    
  930.5758       6606.061      0.1745308       13.65764    
  932.5960       6606.061      0.1736419       13.54868    
  934.6162       6606.061      0.1752625       13.42585    
  936.6364       6606.061      0.1745159       13.30965    
  938.6566       6606.061      0.1753625       13.19306    
  940.6768       6606.061      0.1754180       13.07548    
  942.6970       6606.061      0.1738365       12.94534    
  944.7172       6606.061      0.1727401       12.82403    
  946.7374       6606.061      0.1726417       12.70536    
  948.7576       6606.061      0.1725501       12.58438    
  950.7778       6606.061      0.1724512       12.46321    
  952.7980       6606.061      0.1723470       12.34141    
  954.8182       6606.061      0.1722510       12.21564    
  956.8384       6606.061      0.1721450       12.09274    
  958.8586       6606.061      0.1720214       11.97480    
  960.8788       6606.061      0.1719007       11.85521    
  962.8990       6606.061      0.1725794       11.75593    
  964.9192       6606.061      0.1749295       11.70238    
  966.9394       6606.061      0.1734687       11.56726    
  968.9596       6606.061      0.1747231       11.48048    
  970.9798       6606.061      0.1716104       11.26198    
  973.0000       6606.061      0.1714575       11.13118    
  773.0000       6686.869                NaN            NaN
  775.0202       6686.869                NaN            NaN
  777.0404       6686.869                NaN            NaN
  779.0606       6686.869                NaN            NaN
  781.0808       6686.869                NaN            NaN
  783.1010       6686.869                NaN            NaN
  785.1212       6686.869                NaN            NaN
  787.1414       6686.869                NaN            NaN
  789.1616       6686.869                NaN            NaN
  791.1818       6686.869                NaN            NaN
  793.2020       6686.869                NaN            NaN
  795.2222       6686.869                NaN            NaN
  797.2424       6686.869                NaN            NaN
  799.2626       6686.869                NaN            NaN
  801.2828       6686.869      0.7609449E-01  0.1109011    
  803.3030       6686.869      0.7636728E-01  0.2136808    
  805.3232       6686.869      0.8291363E-01  0.3290114    
  807.3434       6686.869      0.8274776E-01  0.4192502    
  809.3636       6686.869      0.8324978E-01  0.5390506    
  811.3838       6686.869      0.8434019E-01  0.6635785    
  813.4040       6686.869      0.8559178E-01  0.7939624    
  815.4242       6686.869      0.8760557E-01  0.9782195    
  817.4444       6686.869      0.8760556E-01   1.101297    
  819.4646       6686.869      0.8876659E-01   1.272422    
  821.4848       6686.869      0.8958688E-01   1.462359    
  823.5051       6686.869      0.9044544E-01   1.665713    
